ValorLiq;OrgCompras;TipoDoc;Centro;CriadorPedido;Primeiro Gerência de Linha;Primeiro getPessoa.Gerência;TipoContrato;Ptnct;GrupoMerc;Itens não alterados
7504;OC2;Tipo2;Centro47;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM910;0
7521;OC4;Tipo2;Centro4;Criador72;Linha3;Gerencia3;tipocon2;Sim;GM346;1
7524;OC1;Tipo1;Centro16;Criador5;Linha2;Gerencia2;tipocon1;Não;GM6;1
7528;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM205;1
7536;OC2;Tipo2;Centro16;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM911;0
7540;OC4;Tipo2;Centro4;Criador58;Linha2;Gerencia5;tipocon2;Sim;GM899;0
7541;OC1;Tipo2;Centro24;Criador3;Linha3;Gerencia3;tipocon2;Não;GM80;1
7543;OC1;Tipo2;Centro28;Criador3;Linha3;Gerencia3;tipocon2;Não;GM242;1
7545;OC1;Tipo1;Centro43;Criador7;Linha4;Gerencia4;tipocon1;Não;GM314;0
7547;OC2;Tipo2;Centro19;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM748;0
7551;OC1;Tipo1;Centro122;Criador99;Linha12;Gerencia19;tipocon1;Não;GM303;0
7559;OC2;Tipo2;Centro7;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM155;0
7561;OC1;Tipo1;Centro11;Criador3;Linha3;Gerencia3;tipocon1;Não;GM458;0
7562;OC1;Tipo1;Centro11;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;0
7565;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM748;0
7577;OC1;Tipo2;Centro16;Criador147;Linha1;Gerencia11;tipocon2;Não;GM752;1
7578;OC1;Tipo2;Centro31;Criador3;Linha3;Gerencia3;tipocon2;Não;GM364;0
7579;OC1;Tipo1;Centro16;Criador5;Linha2;Gerencia2;tipocon1;Não;GM6;0
7583;OC1;Tipo1;Centro34;Criador3;Linha3;Gerencia3;tipocon1;Não;GM342;1
7596;OC2;Tipo2;Centro3;Criador66;Linha2;Gerencia5;tipocon2;Sim;GM912;0
7598;OC1;Tipo2;Centro27;Criador77;Linha2;Gerencia5;tipocon2;Não;GM14;1
7611;OC4;Tipo2;Centro4;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM14;1
7621;OC1;Tipo2;Centro20;Criador29;Linha2;Gerencia6;tipocon2;Não;GM13;1
7623;OC1;Tipo2;Centro5;Criador13;Linha1;Gerencia7;tipocon2;Não;GM468;1
7623;OC2;Tipo2;Centro19;Criador76;Linha2;Gerencia5;tipocon2;Sim;GM747;0
7623;OC2;Tipo2;Centro16;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM736;1
7623;OC2;Tipo2;Centro50;Criador47;Linha2;Gerencia5;tipocon2;Sim;GM684;1
7644;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;1
7651;OC1;Tipo2;Centro22;Criador3;Linha3;Gerencia3;tipocon2;Não;GM820;1
7671;OC1;Tipo1;Centro28;Criador3;Linha3;Gerencia3;tipocon1;Não;GM14;0
7698;OC1;Tipo1;Centro90;Criador12;Linha4;Gerencia4;tipocon1;Não;GM266;0
7712;OC1;Tipo1;Centro11;Criador1;Linha1;Gerencia1;tipocon1;Não;GM293;1
7714;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM93;1
7715;OC1;Tipo2;Centro27;Criador77;Linha2;Gerencia5;tipocon2;Não;GM14;0
7721;OC1;Tipo1;Centro57;Criador3;Linha3;Gerencia3;tipocon1;Não;GM589;1
7730;OC2;Tipo2;Centro3;Criador18;Linha3;Gerencia3;tipocon2;Sim;GM458;0
7732;OC4;Tipo2;Centro59;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM651;0
7741;OC1;Tipo1;Centro46;Criador100;Linha1;Gerencia1;tipocon1;Não;GM657;0
7743;OC1;Tipo1;Centro78;Criador28;Linha1;Gerencia1;tipocon1;Não;GM817;1
7745;OC1;Tipo2;Centro25;Criador79;Linha2;Gerencia5;tipocon2;Não;GM589;0
7749;OC2;Tipo2;Centro89;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM13;0
7755;OC1;Tipo2;Centro3;Criador53;Linha2;Gerencia5;tipocon2;Não;GM913;0
7758;OC2;Tipo2;Centro19;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM617;1
7761;OC1;Tipo1;Centro19;Criador5;Linha2;Gerencia2;tipocon1;Não;GM659;0
7763;OC1;Tipo1;Centro25;Criador3;Linha3;Gerencia3;tipocon1;Não;GM205;0
7764;OC1;Tipo1;Centro7;Criador3;Linha3;Gerencia3;tipocon1;Não;GM281;0
7770;OC1;Tipo1;Centro37;Criador3;Linha3;Gerencia3;tipocon1;Não;GM314;1
7771;OC1;Tipo2;Centro26;Criador3;Linha3;Gerencia3;tipocon2;Não;GM437;0
7771;OC2;Tipo2;Centro3;Criador18;Linha3;Gerencia3;tipocon2;Sim;GM437;0
7780;OC1;Tipo1;Centro28;Criador3;Linha3;Gerencia3;tipocon1;Não;GM106;0
7783;OC1;Tipo1;Centro34;Criador100;Linha1;Gerencia1;tipocon1;Não;GM125;1
7805;OC2;Tipo2;Centro14;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM914;0
7808;OC4;Tipo2;Centro41;Criador33;Linha2;Gerencia5;tipocon2;Sim;GM14;1
7808;OC1;Tipo2;Centro59;Criador140;Linha4;Gerencia27;tipocon2;Não;GM14;0
7826;OC1;Tipo1;Centro26;Criador3;Linha3;Gerencia3;tipocon1;Não;GM266;0
7830;OC2;Tipo2;Centro16;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM906;0
7839;OC1;Tipo1;Centro4;Criador12;Linha4;Gerencia4;tipocon1;Não;GM582;1
7839;OC1;Tipo1;Centro11;Criador1;Linha1;Gerencia1;tipocon1;Não;GM293;1
7848;OC2;Tipo2;Centro19;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM364;1
7848;OC2;Tipo2;Centro26;Criador76;Linha2;Gerencia5;tipocon2;Sim;GM364;0
7849;OC1;Tipo2;Centro16;Criador24;Linha2;Gerencia5;tipocon2;Não;GM797;1
7850;OC2;Tipo2;Centro14;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM242;0
7855;OC1;Tipo2;Centro56;Criador117;Linha3;Gerencia3;tipocon2;Não;GM363;1
7871;OC2;Tipo2;Centro3;Criador69;Linha3;Gerencia3;tipocon2;Sim;GM884;1
7885;OC1;Tipo2;Centro16;Criador45;Linha8;Gerencia12;tipocon2;Não;GM14;0
7895;OC1;Tipo2;Centro8;Criador13;Linha1;Gerencia7;tipocon2;Não;GM657;0
7895;OC2;Tipo2;Centro100;Criador63;Linha2;Gerencia5;tipocon2;Sim;GM809;1
7903;OC1;Tipo1;Centro66;Criador6;Linha2;Gerencia2;tipocon1;Não;GM2;1
7910;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;0
7917;OC2;Tipo2;Centro16;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM736;1
7926;OC1;Tipo1;Centro26;Criador6;Linha2;Gerencia2;tipocon1;Não;GM6;0
7931;OC1;Tipo2;Centro33;Criador154;Linha4;Gerencia16;tipocon2;Não;GM915;0
7950;OC4;Tipo2;Centro9;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM89;0
7955;OC1;Tipo2;Centro24;Criador3;Linha3;Gerencia3;tipocon2;Não;GM678;0
7963;OC1;Tipo1;Centro3;Criador4;Linha2;Gerencia2;tipocon1;Não;GM6;0
7975;OC1;Tipo2;Centro38;Criador114;Linha2;Gerencia5;tipocon2;Não;GM346;0
7977;OC2;Tipo2;Centro22;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM604;0
7977;OC1;Tipo2;Centro22;Criador3;Linha3;Gerencia3;tipocon2;Não;GM820;1
7978;OC4;Tipo2;Centro11;Criador62;Linha3;Gerencia3;tipocon2;Sim;GM635;0
7978;OC2;Tipo2;Centro7;Criador76;Linha2;Gerencia5;tipocon2;Sim;GM916;0
7979;OC1;Tipo1;Centro90;Criador12;Linha4;Gerencia4;tipocon1;Não;GM266;0
7986;OC1;Tipo2;Centro4;Criador77;Linha2;Gerencia5;tipocon2;Não;GM242;0
8010;OC2;Tipo2;Centro19;Criador76;Linha2;Gerencia5;tipocon2;Sim;GM624;1
8030;OC1;Tipo1;Centro5;Criador1;Linha1;Gerencia1;tipocon1;Não;GM638;0
8040;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;0
8041;OC1;Tipo1;Centro33;Criador7;Linha4;Gerencia4;tipocon1;Não;GM363;0
8061;OC1;Tipo2;Centro45;Criador3;Linha3;Gerencia3;tipocon2;Não;GM468;0
8072;OC1;Tipo1;Centro33;Criador28;Linha1;Gerencia1;tipocon1;Não;GM73;1
8075;OC1;Tipo2;Centro33;Criador3;Linha3;Gerencia3;tipocon2;Não;GM860;1
8077;OC2;Tipo2;Centro32;Criador19;Linha2;Gerencia5;tipocon2;Sim;GM917;0
8089;OC4;Tipo2;Centro24;Criador54;Linha2;Gerencia5;tipocon2;Sim;GM375;0
8095;OC1;Tipo2;Centro59;Criador48;Linha1;Gerencia7;tipocon2;Não;GM551;0
8114;OC2;Tipo2;Centro29;Criador72;Linha3;Gerencia3;tipocon2;Sim;GM155;1
8131;OC2;Tipo2;Centro19;Criador54;Linha2;Gerencia5;tipocon2;Sim;GM736;1
8133;OC2;Tipo2;Centro16;Criador66;Linha2;Gerencia5;tipocon2;Sim;GM437;0
8136;OC2;Tipo2;Centro7;Criador155;Linha2;Gerencia5;tipocon2;Sim;GM502;1
8138;OC1;Tipo1;Centro16;Criador3;Linha3;Gerencia3;tipocon1;Não;GM585;0
8144;OC2;Tipo2;Centro3;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM898;0
8148;OC1;Tipo2;Centro22;Criador48;Linha1;Gerencia7;tipocon2;Não;GM298;1
8149;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;1
8155;OC1;Tipo2;Centro14;Criador3;Linha3;Gerencia3;tipocon2;Não;GM252;1
8164;OC1;Tipo1;Centro88;Criador7;Linha4;Gerencia4;tipocon1;Não;GM281;1
8167;OC2;Tipo2;Centro25;Criador15;Linha2;Gerencia5;tipocon2;Sim;GM502;0
8167;OC1;Tipo2;Centro5;Criador13;Linha1;Gerencia7;tipocon2;Não;GM591;0
8168;OC1;Tipo2;Centro26;Criador24;Linha2;Gerencia5;tipocon2;Não;GM610;0
8168;OC1;Tipo2;Centro82;Criador85;Linha2;Gerencia5;tipocon2;Não;GM678;0
8168;OC4;Tipo2;Centro4;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM6;0
8170;OC2;Tipo2;Centro14;Criador42;Linha2;Gerencia5;tipocon2;Sim;GM437;1
8193;OC1;Tipo1;Centro5;Criador3;Linha3;Gerencia3;tipocon1;Não;GM91;1
8209;OC1;Tipo2;Centro3;Criador44;Linha2;Gerencia5;tipocon2;Não;GM458;0
8210;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;1
8225;OC1;Tipo1;Centro9;Criador87;Linha1;Gerencia1;tipocon1;Não;GM112;0
8229;OC1;Tipo2;Centro5;Criador156;Linha1;Gerencia11;tipocon2;Não;GM342;1
8239;OC2;Tipo2;Centro26;Criador31;Linha2;Gerencia5;tipocon2;Sim;GM364;0
8239;OC1;Tipo1;Centro5;Criador51;Linha3;Gerencia3;tipocon1;Não;GM736;0
8241;OC1;Tipo2;Centro24;Criador3;Linha3;Gerencia3;tipocon2;Não;GM466;1
8247;OC1;Tipo1;Centro25;Criador4;Linha2;Gerencia2;tipocon1;Não;GM476;0
8249;OC1;Tipo2;Centro16;Criador84;Linha2;Gerencia5;tipocon2;Não;GM648;1
8258;OC2;Tipo2;Centro16;Criador69;Linha3;Gerencia3;tipocon2;Sim;GM736;1
8260;OC1;Tipo1;Centro14;Criador6;Linha2;Gerencia2;tipocon1;Não;GM532;0
8262;OC2;Tipo2;Centro16;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM872;1
8264;OC1;Tipo2;Centro16;Criador147;Linha1;Gerencia11;tipocon2;Não;GM752;1
8269;OC2;Tipo2;Centro16;Criador50;Linha2;Gerencia5;tipocon2;Sim;GM918;0
8276;OC2;Tipo2;Centro29;Criador72;Linha3;Gerencia3;tipocon2;Sim;GM155;1
8287;OC4;Tipo2;Centro4;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM54;1
8294;OC1;Tipo1;Centro9;Criador87;Linha1;Gerencia1;tipocon1;Não;GM112;0
8294;OC1;Tipo1;Centro41;Criador3;Linha3;Gerencia3;tipocon1;Não;GM13;1
8295;OC1;Tipo2;Centro25;Criador84;Linha2;Gerencia5;tipocon2;Não;GM648;1
8312;OC1;Tipo2;Centro38;Criador3;Linha3;Gerencia3;tipocon2;Não;GM919;0
8327;OC2;Tipo2;Centro14;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM604;0
8332;OC1;Tipo2;Centro34;Criador53;Linha2;Gerencia5;tipocon2;Não;GM238;1
8335;OC1;Tipo1;Centro11;Criador7;Linha4;Gerencia4;tipocon1;Não;GM281;0
8340;OC2;Tipo2;Centro19;Criador11;Linha2;Gerencia5;tipocon2;Sim;GM920;0
8343;OC1;Tipo1;Centro4;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
8348;OC2;Tipo2;Centro19;Criador37;Linha3;Gerencia3;tipocon2;Sim;GM213;0
8349;OC4;Tipo2;Centro24;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM678;1
8349;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM238;1
8354;OC4;Tipo2;Centro4;Criador19;Linha2;Gerencia5;tipocon2;Sim;GM13;1
8367;OC1;Tipo2;Centro16;Criador135;Linha4;Gerencia16;tipocon2;Não;GM677;0
8376;OC1;Tipo1;Centro52;Criador100;Linha1;Gerencia1;tipocon1;Não;GM112;1
8377;OC2;Tipo2;Centro22;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM489;1
8383;OC2;Tipo2;Centro25;Criador58;Linha2;Gerencia5;tipocon2;Sim;GM533;0
8393;OC2;Tipo2;Centro25;Criador97;Linha3;Gerencia3;tipocon2;Sim;GM197;1
8394;OC2;Tipo2;Centro14;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM648;1
8394;OC1;Tipo1;Centro19;Criador12;Linha4;Gerencia4;tipocon1;Não;GM266;0
8403;OC3;Tipo2;Centro66;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM2;0
8409;OC1;Tipo2;Centro25;Criador3;Linha3;Gerencia3;tipocon2;Não;GM189;0
8423;OC4;Tipo2;Centro8;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM566;1
8430;OC4;Tipo2;Centro11;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM489;1
8440;OC4;Tipo2;Centro24;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM882;0
8443;OC4;Tipo2;Centro41;Criador66;Linha2;Gerencia5;tipocon2;Sim;GM890;0
8451;OC2;Tipo2;Centro19;Criador56;Linha2;Gerencia5;tipocon2;Sim;GM189;1
8477;OC1;Tipo2;Centro16;Criador3;Linha3;Gerencia3;tipocon2;Não;GM921;0
8493;OC1;Tipo2;Centro3;Criador53;Linha2;Gerencia5;tipocon2;Não;GM861;0
8494;OC2;Tipo2;Centro14;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM363;1
8499;OC1;Tipo1;Centro28;Criador3;Linha3;Gerencia3;tipocon1;Não;GM582;0
8514;OC1;Tipo2;Centro27;Criador9;Linha2;Gerencia5;tipocon2;Não;GM736;0
8530;OC2;Tipo2;Centro3;Criador102;Linha3;Gerencia3;tipocon2;Sim;GM695;1
8533;OC1;Tipo2;Centro27;Criador3;Linha3;Gerencia3;tipocon2;Não;GM484;1
8541;OC1;Tipo2;Centro14;Criador61;Linha2;Gerencia5;tipocon2;Não;GM794;0
8545;OC1;Tipo2;Centro33;Criador157;Linha1;Gerencia7;tipocon2;Não;GM922;1
8562;OC1;Tipo1;Centro33;Criador40;Linha1;Gerencia1;tipocon1;Não;GM112;1
8567;OC1;Tipo2;Centro11;Criador109;Linha2;Gerencia5;tipocon2;Não;GM298;1
8574;OC1;Tipo1;Centro34;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
8575;OC1;Tipo2;Centro9;Criador3;Linha3;Gerencia3;tipocon2;Não;GM923;0
8584;OC4;Tipo2;Centro4;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM298;0
8591;OC1;Tipo2;Centro27;Criador79;Linha2;Gerencia5;tipocon2;Não;GM556;0
8617;OC1;Tipo2;Centro71;Criador48;Linha1;Gerencia7;tipocon2;Não;GM148;0
8621;OC2;Tipo2;Centro3;Criador15;Linha2;Gerencia5;tipocon2;Sim;GM616;1
8671;OC2;Tipo2;Centro30;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM924;0
8675;OC2;Tipo2;Centro3;Criador66;Linha2;Gerencia5;tipocon2;Sim;GM659;1
8680;OC4;Tipo2;Centro13;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM431;0
8699;OC1;Tipo1;Centro15;Criador3;Linha3;Gerencia3;tipocon1;Não;GM568;0
8712;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM925;1
8712;OC4;Tipo2;Centro33;Criador76;Linha2;Gerencia5;tipocon2;Sim;GM843;0
8720;OC2;Tipo2;Centro7;Criador19;Linha2;Gerencia5;tipocon2;Sim;GM736;0
8735;OC1;Tipo1;Centro38;Criador6;Linha2;Gerencia2;tipocon1;Não;GM4;1
8739;OC1;Tipo2;Centro22;Criador3;Linha3;Gerencia3;tipocon2;Não;GM453;1
8742;OC1;Tipo1;Centro19;Criador3;Linha3;Gerencia3;tipocon1;Não;GM403;1
8751;OC1;Tipo2;Centro4;Criador89;Linha1;Gerencia11;tipocon2;Não;GM713;0
8755;OC1;Tipo1;Centro14;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;1
8755;OC2;Tipo2;Centro26;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM648;0
8757;OC1;Tipo2;Centro4;Criador46;Linha2;Gerencia6;tipocon2;Não;GM664;1
8790;OC1;Tipo2;Centro60;Criador84;Linha2;Gerencia5;tipocon2;Não;GM6;0
8791;OC1;Tipo1;Centro52;Criador40;Linha1;Gerencia1;tipocon1;Não;GM51;0
8794;OC1;Tipo2;Centro74;Criador84;Linha2;Gerencia5;tipocon2;Não;GM926;0
8806;OC1;Tipo2;Centro9;Criador138;Linha1;Gerencia11;tipocon2;Não;GM554;0
8807;OC2;Tipo2;Centro14;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM648;1
8811;OC2;Tipo2;Centro26;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM6;1
8820;OC2;Tipo2;Centro3;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM13;0
8824;OC1;Tipo1;Centro57;Criador3;Linha3;Gerencia3;tipocon1;Não;GM589;0
8839;OC1;Tipo2;Centro14;Criador85;Linha2;Gerencia5;tipocon2;Não;GM488;1
8849;OC1;Tipo1;Centro35;Criador3;Linha3;Gerencia3;tipocon1;Não;GM41;1
8883;OC1;Tipo2;Centro7;Criador61;Linha2;Gerencia5;tipocon2;Não;GM97;1
8889;OC1;Tipo2;Centro34;Criador10;Linha2;Gerencia6;tipocon2;Não;GM220;1
8896;OC1;Tipo1;Centro13;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;1
8898;OC1;Tipo2;Centro50;Criador119;Linha4;Gerencia16;tipocon2;Não;GM267;0
8899;OC1;Tipo2;Centro56;Criador117;Linha3;Gerencia3;tipocon2;Não;GM363;1
8903;OC1;Tipo2;Centro18;Criador3;Linha3;Gerencia3;tipocon2;Não;GM152;1
8912;OC1;Tipo2;Centro25;Criador64;Linha2;Gerencia5;tipocon2;Não;GM314;0
8919;OC1;Tipo1;Centro25;Criador5;Linha2;Gerencia2;tipocon1;Não;GM238;1
8930;OC4;Tipo2;Centro5;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM242;0
8932;OC1;Tipo1;Centro41;Criador3;Linha3;Gerencia3;tipocon1;Não;GM13;1
8939;OC1;Tipo1;Centro19;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
8939;OC1;Tipo1;Centro26;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
8939;OC1;Tipo1;Centro27;Criador1;Linha1;Gerencia1;tipocon1;Não;GM403;1
8945;OC1;Tipo2;Centro9;Criador138;Linha1;Gerencia11;tipocon2;Não;GM554;0
8948;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM38;1
8959;OC2;Tipo2;Centro3;Criador31;Linha2;Gerencia5;tipocon2;Sim;GM736;0
8962;OC2;Tipo2;Centro3;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM130;1
8964;OC2;Tipo2;Centro3;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM736;1
8969;OC4;Tipo2;Centro8;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM927;0
8979;OC1;Tipo2;Centro4;Criador64;Linha2;Gerencia5;tipocon2;Não;GM928;0
8982;OC1;Tipo2;Centro57;Criador9;Linha2;Gerencia5;tipocon2;Não;GM155;1
8983;OC1;Tipo2;Centro24;Criador44;Linha2;Gerencia5;tipocon2;Não;GM458;1
8984;OC4;Tipo2;Centro4;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM346;1
8992;OC1;Tipo2;Centro4;Criador27;Linha2;Gerencia6;tipocon2;Não;GM38;1
9027;OC4;Tipo2;Centro33;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM898;0
9028;OC2;Tipo2;Centro3;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM306;0
9029;OC2;Tipo2;Centro3;Criador19;Linha2;Gerencia5;tipocon2;Sim;GM111;1
9030;OC4;Tipo2;Centro33;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM292;1
9041;OC4;Tipo2;Centro24;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM269;0
9066;OC2;Tipo2;Centro14;Criador42;Linha2;Gerencia5;tipocon2;Sim;GM489;0
9074;OC2;Tipo2;Centro14;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM736;1
9075;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM784;1
9079;OC1;Tipo1;Centro26;Criador5;Linha2;Gerencia2;tipocon1;Não;GM6;0
9079;OC4;Tipo2;Centro41;Criador92;Linha2;Gerencia5;tipocon2;Sim;GM899;0
9079;OC1;Tipo1;Centro34;Criador104;Linha1;Gerencia1;tipocon1;Não;GM112;0
9083;OC2;Tipo2;Centro22;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM533;0
9088;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM469;1
9093;OC1;Tipo2;Centro91;Criador64;Linha2;Gerencia5;tipocon2;Não;GM409;0
9120;OC1;Tipo2;Centro16;Criador61;Linha2;Gerencia5;tipocon2;Não;GM594;0
9122;OC1;Tipo1;Centro45;Criador3;Linha3;Gerencia3;tipocon1;Não;GM205;0
9142;OC1;Tipo2;Centro22;Criador48;Linha1;Gerencia7;tipocon2;Não;GM647;1
9146;OC2;Tipo2;Centro19;Criador42;Linha2;Gerencia5;tipocon2;Sim;GM726;0
9149;OC3;Tipo2;Centro66;Criador32;Linha2;Gerencia5;tipocon2;Sim;GM2;1
9166;OC4;Tipo2;Centro5;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM929;0
9166;OC2;Tipo2;Centro16;Criador56;Linha2;Gerencia5;tipocon2;Sim;GM337;1
9167;OC1;Tipo2;Centro2;Criador10;Linha2;Gerencia6;tipocon2;Não;GM13;0
9186;OC1;Tipo1;Centro25;Criador112;Linha14;Gerencia21;tipocon1;Não;GM13;0
9203;OC1;Tipo1;Centro8;Criador40;Linha1;Gerencia1;tipocon1;Não;GM887;1
9206;OC1;Tipo1;Centro92;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;0
9218;OC1;Tipo2;Centro9;Criador46;Linha2;Gerencia6;tipocon2;Não;GM38;1
9228;OC2;Tipo2;Centro7;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM239;1
9239;OC1;Tipo1;Centro52;Criador100;Linha1;Gerencia1;tipocon1;Não;GM125;0
9239;OC1;Tipo1;Centro52;Criador100;Linha1;Gerencia1;tipocon1;Não;GM125;0
9245;OC1;Tipo1;Centro8;Criador6;Linha2;Gerencia2;tipocon1;Não;GM38;1
9255;OC2;Tipo2;Centro3;Criador56;Linha2;Gerencia5;tipocon2;Sim;GM736;0
9261;OC1;Tipo1;Centro94;Criador28;Linha1;Gerencia1;tipocon1;Não;GM601;1
9261;OC1;Tipo2;Centro5;Criador3;Linha3;Gerencia3;tipocon2;Não;GM440;0
9269;OC1;Tipo2;Centro16;Criador158;Linha4;Gerencia27;tipocon2;Não;GM147;0
9283;OC4;Tipo2;Centro9;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM242;0
9284;OC1;Tipo2;Centro7;Criador85;Linha2;Gerencia5;tipocon2;Não;GM678;0
9287;OC3;Tipo2;Centro66;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM2;0
9288;OC2;Tipo2;Centro26;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM6;1
9294;OC4;Tipo2;Centro5;Criador35;Linha2;Gerencia5;tipocon2;Sim;GM865;1
9302;OC2;Tipo2;Centro25;Criador11;Linha2;Gerencia5;tipocon2;Sim;GM648;0
9338;OC2;Tipo2;Centro57;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM95;1
9358;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM7;1
9362;OC1;Tipo1;Centro52;Criador40;Linha1;Gerencia1;tipocon1;Não;GM73;0
9369;OC1;Tipo2;Centro24;Criador9;Linha2;Gerencia5;tipocon2;Não;GM475;0
9389;OC1;Tipo2;Centro11;Criador77;Linha2;Gerencia5;tipocon2;Não;GM616;1
9391;OC1;Tipo1;Centro10;Criador12;Linha4;Gerencia4;tipocon1;Não;GM342;0
9405;OC2;Tipo2;Centro16;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM736;1
9420;OC4;Tipo2;Centro5;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM540;1
9434;OC1;Tipo1;Centro33;Criador104;Linha1;Gerencia1;tipocon1;Não;GM112;0
9438;OC1;Tipo2;Centro26;Criador3;Linha3;Gerencia3;tipocon2;Não;GM497;1
9438;OC4;Tipo2;Centro13;Criador69;Linha3;Gerencia3;tipocon2;Sim;GM658;0
9439;OC2;Tipo2;Centro16;Criador42;Linha2;Gerencia5;tipocon2;Sim;GM797;1
9443;OC1;Tipo2;Centro9;Criador85;Linha2;Gerencia5;tipocon2;Não;GM89;1
9447;OC1;Tipo1;Centro28;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;1
9447;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM158;0
9453;OC4;Tipo2;Centro33;Criador63;Linha2;Gerencia5;tipocon2;Sim;GM118;0
9456;OC1;Tipo2;Centro32;Criador159;Linha1;Gerencia31;tipocon2;Não;GM112;0
9460;OC4;Tipo2;Centro64;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM440;1
9461;OC3;Tipo2;Centro66;Criador32;Linha2;Gerencia5;tipocon2;Sim;GM2;0
